amount,merchant_type,location,time_of_day,fraud
0.05,electronics,CA,night,0
196.72,grocery,TX,morning,0
9.91,fashion,CA,evening,0
25.51,travel,CA,evening,0
58.58,fashion,FL,morning,0
79.6,travel,CA,night,0
52.62,travel,TX,afternoon,0
46.41,travel,NY,evening,0
398.63,grocery,CA,afternoon,0
123.13,fashion,TX,evening,0
2.85,travel,FL,night,1
67.49,electronics,CA,afternoon,0
249.54,fashion,NY,morning,0
43.05,electronics,CA,evening,0
11.92,grocery,TX,morning,0
170.45,grocery,CA,morning,0
111.77,fashion,CA,night,0
101.36,grocery,FL,morning,0
6.61,grocery,CA,evening,0
18.17,fashion,NY,morning,0
116.92,electronics,CA,morning,0
27.96,travel,FL,evening,0
84.16,fashion,TX,morning,0
94.46,fashion,CA,night,0
40.01,travel,CA,evening,0
355.77,electronics,FL,night,1
221.77,travel,FL,morning,0
153.78,travel,FL,afternoon,0
9.74,electronics,CA,night,0
13.46,electronics,NY,night,0
81.46,travel,FL,morning,0
21.02,travel,TX,afternoon,0
459.46,fashion,CA,evening,0
20.71,electronics,TX,afternoon,0
80.21,grocery,TX,evening,0
54.33,electronics,NY,morning,0
122.39,travel,TX,afternoon,0
16.58,travel,FL,morning,0
67.52,travel,FL,night,1
38.54,travel,CA,afternoon,0
262.44,grocery,NY,evening,0
4.97,electronics,NY,night,0
294.03,grocery,TX,evening,0
214.77,grocery,NY,night,0
42.39,travel,TX,evening,0
186.87,grocery,TX,evening,0
3.81,travel,NY,morning,0
408.86,travel,CA,night,0
89.74,travel,TX,morning,0
43.36,grocery,FL,morning,0
54.04,travel,FL,morning,0
8.25,grocery,NY,morning,0
545.06,electronics,NY,evening,1
4.81,travel,TX,morning,0
127.67,fashion,TX,morning,0
70.17,fashion,FL,morning,0
356.91,fashion,TX,evening,0
33.88,fashion,FL,night,1
91.14,fashion,TX,evening,0
79.02,grocery,CA,evening,0
145.63,electronics,CA,evening,0
8.45,grocery,FL,night,1
25.85,travel,CA,morning,0
28.98,electronics,CA,morning,0
160.8,electronics,NY,night,0
25.16,electronics,TX,night,0
102.25,electronics,NY,afternoon,0
29.09,fashion,FL,morning,0
237.33,travel,NY,evening,0
342.06,electronics,FL,evening,0
87.7,electronics,CA,morning,0
52.12,fashion,NY,night,0
32.0,grocery,CA,afternoon,0
6.13,grocery,TX,evening,0
37.52,grocery,CA,afternoon,0
127.44,travel,TX,evening,0
91.53,grocery,CA,evening,0
345.98,electronics,NY,morning,0
60.56,fashion,NY,evening,0
142.05,fashion,CA,afternoon,0
80.64,grocery,FL,afternoon,0
86.23,fashion,FL,morning,0
37.4,electronics,TX,evening,0
72.83,grocery,TX,afternoon,0
76.36,electronics,CA,night,0
147.16,travel,NY,morning,0
338.9,electronics,TX,night,0
47.94,electronics,CA,afternoon,0
5.17,electronics,TX,night,0
82.29,electronics,NY,morning,0
94.35,travel,TX,night,0
22.13,grocery,CA,afternoon,0
171.49,electronics,TX,night,0
503.4,grocery,FL,night,1
349.75,fashion,TX,night,0
26.34,electronics,NY,evening,0
249.88,electronics,NY,afternoon,0
146.29,fashion,NY,night,0
72.58,grocery,NY,afternoon,0
93.34,travel,CA,night,0
227.33,electronics,TX,morning,0
78.5,fashion,TX,morning,0
56.06,fashion,TX,morning,0
81.57,electronics,TX,night,0
103.85,grocery,CA,afternoon,0
25.15,grocery,NY,morning,0
277.4,electronics,TX,evening,0
134.57,fashion,TX,morning,0
120.38,electronics,NY,morning,0
12.58,travel,FL,evening,0
111.21,travel,FL,morning,0
15.47,grocery,NY,night,0
9.84,travel,TX,night,0
89.92,fashion,NY,morning,0
61.86,travel,TX,afternoon,0
106.64,electronics,TX,afternoon,0
11.21,fashion,FL,morning,0
67.66,grocery,FL,evening,0
23.05,grocery,TX,night,0
522.06,travel,TX,night,0
98.83,grocery,TX,night,0
139.55,electronics,FL,morning,0
47.24,fashion,TX,night,0
11.94,electronics,NY,morning,0
446.92,electronics,CA,morning,0
40.47,electronics,CA,afternoon,0
66.16,electronics,TX,evening,0
125.93,fashion,NY,evening,0
3.0,fashion,TX,evening,0
199.45,electronics,NY,night,0
92.29,electronics,FL,afternoon,0
39.12,grocery,FL,afternoon,0
7.63,grocery,TX,morning,0
21.28,fashion,FL,afternoon,0
270.49,grocery,TX,morning,0
139.01,fashion,CA,afternoon,0
34.51,fashion,NY,morning,0
8.14,travel,NY,night,0
140.78,fashion,CA,afternoon,0
101.95,grocery,CA,evening,0
62.21,travel,CA,morning,0
54.23,grocery,CA,afternoon,0
29.33,fashion,FL,afternoon,0
132.9,fashion,NY,morning,0
423.49,electronics,NY,afternoon,0
23.19,fashion,CA,evening,0
109.09,travel,TX,morning,0
66.24,fashion,TX,morning,0
71.02,electronics,TX,morning,0
35.19,fashion,TX,morning,0
209.25,fashion,FL,morning,0
79.69,fashion,NY,evening,0
94.08,electronics,NY,morning,0
43.62,grocery,NY,evening,0
24.08,fashion,TX,evening,0
10.78,travel,CA,evening,0
150.26,electronics,TX,morning,0
26.21,travel,NY,evening,0
140.57,fashion,TX,morning,0
59.39,electronics,CA,evening,0
64.5,fashion,CA,morning,0
76.0,travel,TX,afternoon,0
55.01,electronics,NY,afternoon,0
12.73,grocery,FL,evening,0
44.46,grocery,NY,night,0
130.78,grocery,FL,night,1
131.52,fashion,NY,afternoon,0
40.46,electronics,TX,evening,0
73.97,travel,FL,evening,0
25.8,travel,NY,evening,0
28.34,fashion,TX,night,0
2.8,fashion,NY,afternoon,0
272.47,travel,CA,evening,0
28.39,electronics,CA,afternoon,0
30.98,fashion,NY,afternoon,0
39.35,electronics,TX,morning,0
16.35,travel,NY,night,0
122.35,electronics,TX,afternoon,0
9.37,grocery,FL,morning,0
17.29,travel,CA,night,0
124.19,grocery,FL,evening,0
49.8,travel,TX,evening,0
147.7,grocery,NY,morning,0
97.82,electronics,CA,evening,0
35.49,travel,TX,morning,0
126.26,travel,TX,morning,0
14.83,grocery,CA,evening,0
92.25,electronics,NY,night,0
68.97,travel,CA,morning,0
37.42,fashion,NY,night,0
111.16,grocery,NY,night,0
246.06,travel,TX,morning,0
818.01,electronics,NY,night,1
112.31,electronics,NY,morning,0
62.24,electronics,CA,evening,0
30.62,electronics,CA,evening,0
35.66,grocery,NY,evening,0
78.35,travel,TX,evening,0
54.93,grocery,CA,evening,0
294.15,grocery,FL,night,1
55.12,electronics,TX,night,0
56.1,fashion,CA,night,0
58.05,electronics,CA,afternoon,0
217.4,fashion,FL,afternoon,0
126.25,grocery,NY,morning,0
114.28,electronics,CA,afternoon,0
48.8,electronics,FL,evening,0
204.39,grocery,FL,evening,0
4.69,electronics,CA,evening,0
245.56,travel,TX,morning,0
86.28,fashion,CA,morning,0
60.95,fashion,FL,morning,0
82.5,fashion,CA,morning,0
132.1,electronics,TX,night,0
1.54,travel,NY,morning,0
246.27,electronics,NY,morning,0
71.03,fashion,CA,afternoon,0
50.4,electronics,CA,night,0
17.85,fashion,FL,evening,0
69.46,grocery,TX,afternoon,0
82.3,fashion,FL,morning,0
62.03,grocery,FL,evening,0
136.23,grocery,NY,evening,0
65.55,grocery,FL,evening,0
390.6,fashion,FL,afternoon,0
109.74,travel,NY,night,0
197.71,fashion,NY,night,0
13.9,electronics,TX,evening,0
60.76,electronics,TX,morning,0
49.29,travel,TX,night,0
101.13,travel,CA,night,0
236.89,travel,NY,morning,0
9.79,grocery,CA,afternoon,0
9.04,travel,CA,afternoon,0
227.91,travel,TX,morning,0
28.72,travel,NY,afternoon,0
132.59,fashion,CA,evening,0
93.94,electronics,FL,night,1
214.69,electronics,FL,afternoon,0
16.04,travel,NY,evening,0
16.68,electronics,CA,evening,0
97.65,fashion,TX,evening,0
351.1,electronics,CA,evening,0
64.34,grocery,FL,evening,0
47.51,fashion,FL,morning,0
111.98,electronics,TX,night,0
319.88,electronics,NY,night,0
217.63,fashion,CA,morning,0
648.01,electronics,FL,morning,1
2.74,electronics,CA,evening,0
14.37,travel,TX,afternoon,0
112.83,grocery,TX,night,0
206.16,fashion,NY,afternoon,0
40.3,travel,TX,night,0
32.81,electronics,NY,evening,0
185.56,fashion,CA,afternoon,0
6.96,fashion,FL,night,1
55.33,grocery,FL,night,1
84.58,grocery,NY,evening,0
98.61,fashion,FL,afternoon,0
156.51,grocery,NY,evening,0
52.59,grocery,NY,afternoon,0
113.82,electronics,CA,afternoon,0
105.65,grocery,CA,night,0
95.19,grocery,TX,morning,0
122.76,travel,NY,afternoon,0
36.04,electronics,CA,afternoon,0
10.61,electronics,NY,evening,0
15.24,fashion,NY,afternoon,0
30.52,grocery,NY,afternoon,0
83.23,travel,CA,afternoon,0
220.24,travel,NY,afternoon,0
145.0,electronics,NY,afternoon,0
186.73,grocery,TX,morning,0
51.87,travel,NY,night,0
62.23,fashion,TX,afternoon,0
60.04,grocery,NY,evening,0
25.56,grocery,TX,evening,0
7.58,grocery,CA,afternoon,0
107.26,travel,CA,afternoon,0
543.57,electronics,FL,afternoon,1
21.9,electronics,NY,morning,0
5.74,fashion,FL,night,1
181.44,travel,FL,evening,0
34.94,grocery,TX,morning,0
212.38,fashion,CA,morning,0
146.06,fashion,NY,afternoon,0
349.53,electronics,NY,night,0
63.1,grocery,TX,afternoon,0
130.15,grocery,FL,evening,0
75.03,travel,TX,night,0
119.5,travel,FL,afternoon,0
71.65,travel,NY,evening,0
25.08,fashion,TX,morning,0
85.09,grocery,FL,evening,0
90.24,electronics,TX,evening,0
199.67,fashion,CA,evening,0
159.6,fashion,TX,night,0
130.8,electronics,NY,morning,0
14.44,electronics,TX,night,0
153.02,travel,NY,morning,0
83.25,electronics,NY,afternoon,0
269.43,electronics,TX,afternoon,0
302.89,electronics,TX,evening,0
6.81,electronics,TX,evening,0
206.2,travel,CA,night,0
4.61,fashion,CA,morning,0
54.91,grocery,FL,morning,0
93.78,grocery,TX,morning,0
19.23,fashion,FL,evening,0
164.6,grocery,FL,evening,0
1.01,grocery,NY,morning,0
22.16,fashion,FL,evening,0
104.33,grocery,TX,morning,0
150.37,grocery,CA,night,0
298.15,fashion,FL,afternoon,0
146.7,grocery,FL,morning,0
133.69,electronics,CA,evening,0
60.17,fashion,FL,night,1
0.15,travel,TX,evening,0
15.36,grocery,FL,evening,0
91.77,travel,NY,evening,0
134.92,grocery,FL,morning,0
64.84,electronics,NY,night,0
157.42,fashion,CA,morning,0
88.54,travel,CA,afternoon,0
9.25,fashion,FL,morning,0
25.59,travel,FL,afternoon,0
219.91,grocery,CA,night,0
154.88,electronics,NY,night,0
270.18,travel,CA,morning,0
15.01,travel,CA,morning,0
555.32,electronics,NY,evening,1
28.2,electronics,CA,afternoon,0
1.42,electronics,FL,evening,0
715.33,electronics,FL,evening,1
39.6,electronics,CA,night,0
132.32,fashion,FL,morning,0
23.33,grocery,TX,night,0
104.17,grocery,CA,morning,0
281.25,travel,TX,night,0
46.31,electronics,CA,night,0
133.13,fashion,CA,night,0
24.98,fashion,TX,afternoon,0
117.63,travel,CA,night,0
49.22,electronics,FL,afternoon,0
28.47,grocery,TX,night,0
45.08,electronics,CA,morning,0
23.64,fashion,FL,afternoon,0
278.63,electronics,TX,morning,0
60.74,grocery,TX,morning,0
33.77,grocery,FL,morning,0
71.39,travel,CA,afternoon,0
46.37,fashion,CA,evening,0
163.71,electronics,TX,afternoon,0
425.77,electronics,NY,evening,0
69.16,travel,CA,afternoon,0
236.82,travel,CA,night,0
100.13,travel,FL,evening,0
20.53,fashion,NY,night,0
140.78,electronics,NY,evening,0
86.45,travel,TX,afternoon,0
126.19,fashion,FL,afternoon,0
264.53,electronics,FL,evening,0
69.67,grocery,CA,night,0
277.73,travel,TX,morning,0
166.68,fashion,CA,evening,0
80.47,electronics,NY,evening,0
110.93,electronics,FL,night,1
47.27,travel,TX,morning,0
493.24,travel,CA,evening,0
132.08,electronics,CA,morning,0
5.38,fashion,NY,morning,0
47.45,grocery,FL,afternoon,0
117.16,electronics,NY,night,0
6.96,fashion,CA,evening,0
2.9,travel,FL,evening,0
71.75,electronics,FL,morning,0
48.54,travel,NY,evening,0
69.21,grocery,FL,morning,0
36.57,travel,NY,evening,0
21.6,grocery,FL,night,1
140.21,travel,FL,evening,0
86.73,travel,TX,morning,0
26.8,grocery,FL,morning,0
46.21,travel,CA,evening,0
107.52,fashion,TX,evening,0
9.0,travel,NY,morning,0
19.14,electronics,CA,afternoon,0
9.13,travel,NY,afternoon,0
200.76,fashion,NY,evening,0
167.52,electronics,CA,night,0
167.96,fashion,NY,evening,0
151.19,electronics,TX,night,0
132.82,travel,CA,evening,0
77.78,fashion,NY,morning,0
123.36,travel,NY,evening,0
4.69,electronics,FL,night,1
116.57,fashion,FL,night,1
180.54,grocery,NY,evening,0
83.26,fashion,CA,evening,0
53.09,travel,TX,afternoon,0
38.99,grocery,NY,evening,0
123.54,grocery,NY,evening,0
141.63,electronics,NY,morning,0
245.72,grocery,FL,night,1
50.29,grocery,CA,afternoon,0
176.24,electronics,NY,morning,0
98.89,fashion,FL,evening,0
257.3,travel,NY,night,0
90.05,fashion,NY,evening,0
87.49,grocery,CA,evening,0
103.5,travel,FL,evening,0
166.03,fashion,TX,evening,0
401.23,travel,CA,night,0
9.17,grocery,TX,morning,0
6.59,fashion,FL,evening,0
332.81,travel,FL,evening,0
90.57,travel,TX,afternoon,0
114.51,fashion,FL,afternoon,0
79.03,fashion,CA,night,0
11.8,grocery,NY,evening,0
175.37,electronics,TX,evening,0
165.03,travel,NY,evening,0
44.82,fashion,TX,night,0
43.88,fashion,NY,night,0
218.3,fashion,NY,evening,0
9.01,travel,CA,evening,0
255.54,grocery,NY,night,0
35.59,electronics,TX,evening,0
107.87,travel,NY,morning,0
329.85,grocery,FL,morning,0
136.03,travel,NY,night,0
64.22,travel,NY,morning,0
140.36,fashion,FL,afternoon,0
50.59,grocery,FL,evening,0
38.96,fashion,TX,afternoon,0
685.05,fashion,FL,afternoon,0
166.74,grocery,FL,afternoon,0
124.18,fashion,TX,morning,0
52.67,fashion,TX,evening,0
6.05,electronics,NY,evening,0
3.79,grocery,CA,night,0
96.94,grocery,TX,afternoon,0
172.27,fashion,FL,morning,0
92.5,fashion,NY,afternoon,0
220.5,grocery,FL,afternoon,0
4.08,grocery,TX,evening,0
54.83,travel,CA,night,0
32.47,grocery,NY,morning,0
71.15,travel,TX,evening,0
9.02,fashion,TX,afternoon,0
369.84,electronics,FL,evening,0
30.32,electronics,CA,afternoon,0
306.6,travel,TX,morning,0
66.59,fashion,FL,evening,0
508.23,fashion,NY,evening,0
96.91,fashion,FL,evening,0
320.55,grocery,NY,evening,0
0.64,fashion,FL,evening,0
165.51,grocery,CA,morning,0
280.03,travel,FL,night,1
18.06,electronics,CA,morning,0
12.13,travel,CA,evening,0
66.32,fashion,NY,afternoon,0
325.59,fashion,FL,afternoon,0
93.81,travel,FL,evening,0
89.96,grocery,FL,night,1
18.26,grocery,CA,evening,0
0.09,grocery,TX,morning,0
199.38,electronics,FL,night,1
11.0,electronics,FL,night,1
120.57,fashion,TX,morning,0
295.27,travel,NY,night,0
28.08,travel,FL,evening,0
131.33,fashion,TX,evening,0
9.84,grocery,FL,afternoon,0
111.09,electronics,CA,morning,0
21.49,travel,TX,night,0
159.8,fashion,CA,night,0
43.01,grocery,TX,night,0
74.7,grocery,NY,evening,0
109.78,electronics,CA,morning,0
22.54,electronics,FL,evening,0
162.41,fashion,TX,night,0
43.25,fashion,FL,evening,0
130.3,grocery,NY,night,0
20.68,grocery,TX,night,0
139.82,travel,NY,evening,0
16.46,grocery,TX,night,0
66.48,fashion,CA,evening,0
34.08,electronics,FL,afternoon,0
165.58,fashion,CA,evening,0
36.46,travel,CA,afternoon,0
256.16,travel,CA,afternoon,0
266.88,electronics,CA,evening,0
26.24,fashion,TX,morning,0
114.18,travel,FL,morning,0
11.02,fashion,TX,evening,0
59.62,travel,TX,evening,0
149.93,electronics,TX,night,0
129.25,travel,CA,night,0
117.6,fashion,NY,evening,0
39.84,fashion,CA,morning,0
56.98,travel,TX,night,0
13.04,grocery,CA,night,0
152.34,electronics,FL,morning,0
84.11,electronics,FL,evening,0
148.04,travel,CA,morning,0
34.35,travel,CA,afternoon,0
47.07,grocery,NY,night,0
48.81,electronics,CA,night,0
3.13,grocery,CA,night,0
50.05,electronics,NY,morning,0
195.13,travel,CA,morning,0
273.11,electronics,CA,evening,0
87.63,electronics,CA,night,0
72.95,electronics,CA,afternoon,0
3.76,grocery,CA,evening,0
253.64,grocery,TX,morning,0
1.57,electronics,CA,afternoon,0
347.51,fashion,NY,evening,0
80.62,grocery,CA,morning,0
50.21,travel,TX,afternoon,0
309.59,travel,NY,evening,0
2.96,electronics,NY,afternoon,0
104.51,travel,CA,morning,0
95.54,grocery,FL,evening,0
29.71,fashion,TX,morning,0
67.22,fashion,FL,night,1
126.76,fashion,CA,night,0
155.85,travel,TX,afternoon,0
0.09,electronics,FL,night,1
331.48,travel,TX,morning,0
21.57,electronics,CA,afternoon,0
31.92,fashion,TX,evening,0
36.7,grocery,CA,morning,0
4.63,travel,FL,evening,0
15.76,grocery,TX,evening,0
515.28,fashion,NY,evening,0
45.44,electronics,CA,evening,0
14.7,grocery,TX,morning,0
13.58,travel,NY,night,0
152.52,grocery,NY,morning,0
231.37,grocery,NY,night,0
35.64,travel,NY,evening,0
2.54,electronics,CA,night,0
30.29,travel,TX,evening,0
6.98,fashion,NY,afternoon,0
13.1,electronics,TX,evening,0
67.77,grocery,TX,night,0
31.35,travel,FL,afternoon,0
87.07,fashion,TX,afternoon,0
35.08,travel,CA,evening,0
338.69,electronics,CA,morning,0
283.66,fashion,NY,night,0
100.39,grocery,TX,afternoon,0
52.51,electronics,CA,morning,0
57.59,fashion,CA,evening,0
63.69,electronics,CA,evening,0
156.05,grocery,NY,evening,0
72.1,fashion,CA,evening,0
233.16,travel,TX,night,0
346.09,travel,CA,afternoon,0
49.13,grocery,CA,night,0
98.71,fashion,NY,afternoon,0
11.99,grocery,TX,morning,0
26.85,grocery,CA,morning,0
64.02,electronics,TX,afternoon,0
27.71,travel,TX,evening,0
251.04,grocery,CA,morning,0
20.68,electronics,NY,night,0
72.98,grocery,TX,afternoon,0
111.68,grocery,FL,morning,0
141.27,grocery,CA,afternoon,0
57.96,travel,TX,evening,0
244.0,fashion,TX,afternoon,0
100.81,travel,TX,morning,0
69.47,electronics,CA,afternoon,0
8.35,fashion,FL,morning,0
74.99,electronics,TX,morning,0
206.27,grocery,TX,morning,0
114.4,fashion,NY,night,0
214.17,electronics,CA,evening,0
81.75,grocery,CA,evening,0
15.13,electronics,TX,afternoon,0
1.65,electronics,NY,afternoon,0
43.35,travel,TX,morning,0
143.68,grocery,TX,evening,0
187.43,travel,CA,afternoon,0
42.08,fashion,NY,afternoon,0
82.14,grocery,TX,evening,0
65.6,travel,CA,morning,0
63.42,travel,TX,afternoon,0
31.57,fashion,TX,morning,0
17.59,electronics,NY,evening,0
26.28,electronics,NY,evening,0
6.83,electronics,NY,afternoon,0
26.5,fashion,TX,afternoon,0
1.11,travel,FL,evening,0
118.42,grocery,NY,morning,0
45.64,fashion,FL,morning,0
434.08,electronics,FL,night,1
25.84,electronics,FL,evening,0
50.93,grocery,CA,afternoon,0
53.15,fashion,TX,evening,0
1.02,electronics,NY,afternoon,0
219.32,fashion,TX,morning,0
3.9,travel,TX,afternoon,0
337.97,fashion,CA,night,0
267.16,travel,CA,morning,0
92.02,grocery,CA,night,0
94.13,travel,TX,evening,0
127.28,travel,FL,afternoon,0
58.74,grocery,TX,morning,0
125.03,electronics,CA,afternoon,0
5.5,grocery,TX,night,0
6.67,fashion,CA,morning,0
73.33,grocery,CA,night,0
95.72,fashion,NY,morning,0
262.52,electronics,FL,evening,0
13.27,fashion,CA,evening,0
207.55,grocery,NY,afternoon,0
28.29,grocery,FL,night,1
60.12,electronics,CA,night,0
45.68,grocery,FL,morning,0
61.33,electronics,FL,evening,0
19.57,electronics,TX,afternoon,0
84.04,grocery,NY,evening,0
194.12,travel,FL,night,1
69.91,fashion,TX,afternoon,0
80.95,travel,FL,evening,0
226.67,electronics,TX,evening,0
146.92,fashion,CA,morning,0
80.91,travel,CA,morning,0
35.76,grocery,TX,night,0
259.46,travel,CA,evening,0
103.25,fashion,CA,morning,0
29.99,fashion,CA,evening,0
37.62,fashion,FL,afternoon,0
195.03,fashion,TX,evening,0
5.42,travel,NY,evening,0
580.79,grocery,NY,night,0
16.76,grocery,TX,afternoon,0
190.8,fashion,FL,afternoon,0
60.26,grocery,CA,morning,0
81.32,travel,CA,afternoon,0
255.08,grocery,FL,night,1
63.91,electronics,NY,morning,0
92.53,grocery,TX,evening,0
6.07,fashion,TX,afternoon,0
0.28,grocery,FL,evening,0
33.69,grocery,CA,morning,0
136.95,grocery,CA,afternoon,0
15.51,grocery,CA,morning,0
14.49,electronics,TX,morning,0
63.51,travel,NY,afternoon,0
125.24,fashion,TX,afternoon,0
149.41,fashion,FL,morning,0
23.59,grocery,TX,night,0
9.95,travel,FL,afternoon,0
338.41,grocery,TX,morning,0
36.24,electronics,NY,evening,0
230.36,travel,FL,evening,0
238.96,travel,CA,afternoon,0
177.68,travel,CA,afternoon,0
22.19,travel,TX,evening,0
206.98,grocery,TX,morning,0
175.97,electronics,NY,morning,0
108.98,travel,NY,morning,0
49.35,fashion,CA,night,0
36.54,fashion,TX,afternoon,0
15.6,electronics,FL,night,1
85.54,fashion,NY,night,0
105.61,grocery,FL,night,1
53.43,grocery,FL,night,1
77.4,electronics,NY,morning,0
54.22,travel,TX,afternoon,0
122.93,fashion,FL,afternoon,0
277.83,fashion,TX,night,0
21.48,electronics,FL,afternoon,0
57.64,electronics,TX,evening,0
18.22,fashion,TX,morning,0
117.68,travel,TX,afternoon,0
156.62,electronics,TX,morning,0
322.44,grocery,NY,evening,0
39.23,fashion,FL,morning,0
360.0,electronics,TX,evening,0
7.84,electronics,CA,night,0
110.86,electronics,FL,afternoon,0
7.06,fashion,FL,night,1
269.06,grocery,TX,afternoon,0
90.55,grocery,FL,night,1
132.8,fashion,CA,evening,0
213.75,electronics,CA,afternoon,0
19.55,fashion,CA,night,0
4.72,fashion,FL,morning,0
253.32,electronics,FL,morning,0
45.39,fashion,TX,night,0
16.57,travel,FL,evening,0
75.84,grocery,FL,night,1
109.45,travel,TX,morning,0
3.78,travel,CA,afternoon,0
38.57,travel,TX,afternoon,0
4.0,fashion,NY,night,0
65.44,electronics,FL,afternoon,0
270.57,fashion,FL,morning,0
486.52,grocery,NY,afternoon,0
121.62,fashion,NY,night,0
21.16,fashion,NY,night,0
283.54,fashion,TX,night,0
87.14,fashion,CA,morning,0
20.03,travel,TX,evening,0
305.71,electronics,NY,afternoon,0
170.0,grocery,TX,night,0
157.88,grocery,FL,evening,0
148.21,grocery,TX,night,0
26.83,fashion,NY,night,0
28.44,grocery,FL,morning,0
139.88,travel,CA,morning,0
29.77,electronics,TX,evening,0
69.29,fashion,TX,night,0
182.79,fashion,NY,afternoon,0
183.87,travel,CA,afternoon,0
72.45,grocery,FL,afternoon,0
188.54,fashion,NY,evening,0
218.88,fashion,NY,morning,0
127.63,travel,TX,evening,0
31.12,travel,CA,morning,0
38.43,grocery,NY,afternoon,0
45.37,electronics,TX,afternoon,0
14.9,electronics,FL,morning,0
38.29,grocery,NY,afternoon,0
28.21,electronics,FL,evening,0
72.91,travel,FL,morning,0
286.89,travel,TX,afternoon,0
13.24,travel,CA,night,0
152.87,electronics,FL,afternoon,0
139.49,electronics,NY,night,0
12.08,fashion,CA,afternoon,0
307.01,fashion,CA,night,0
100.85,fashion,TX,afternoon,0
54.26,electronics,NY,night,0
169.54,fashion,NY,morning,0
35.71,travel,TX,morning,0
141.91,electronics,TX,night,0
4.86,grocery,CA,afternoon,0
219.47,electronics,FL,evening,0
71.34,fashion,FL,evening,0
121.5,electronics,FL,evening,0
30.01,fashion,FL,evening,0
135.64,fashion,NY,night,0
177.54,grocery,NY,morning,0
76.92,grocery,TX,morning,0
115.39,travel,TX,evening,0
73.13,fashion,FL,morning,0
269.42,electronics,TX,night,0
82.67,grocery,NY,evening,0
221.27,grocery,FL,night,1
193.95,fashion,FL,night,1
63.42,electronics,NY,afternoon,0
31.38,grocery,CA,night,0
62.52,grocery,FL,afternoon,0
209.99,electronics,TX,evening,0
31.0,grocery,CA,night,0
89.19,electronics,NY,morning,0
196.85,fashion,CA,evening,0
52.34,grocery,CA,night,0
123.34,fashion,FL,night,1
33.82,electronics,CA,morning,0
13.89,fashion,TX,afternoon,0
189.81,fashion,FL,night,1
12.51,fashion,NY,night,0
37.99,travel,TX,morning,0
231.81,electronics,FL,evening,0
51.04,electronics,CA,night,0
433.63,electronics,TX,afternoon,0
467.86,electronics,FL,afternoon,0
37.48,electronics,FL,morning,0
5.02,grocery,NY,afternoon,0
146.52,grocery,FL,night,1
71.96,grocery,NY,afternoon,0
12.74,fashion,CA,night,0
147.52,fashion,FL,morning,0
3.8,electronics,FL,afternoon,0
245.01,travel,CA,night,0
17.91,electronics,FL,evening,0
16.34,grocery,FL,night,1
23.18,electronics,TX,night,0
387.07,fashion,NY,morning,0
141.78,electronics,FL,night,1
193.96,grocery,FL,morning,0
60.83,electronics,NY,night,0
49.19,fashion,TX,night,0
32.06,travel,NY,night,0
78.62,grocery,FL,morning,0
96.31,electronics,CA,night,0
119.89,fashion,CA,morning,0
35.67,grocery,TX,evening,0
356.3,grocery,TX,morning,0
22.32,fashion,FL,evening,0
404.55,electronics,TX,morning,0
1.8,electronics,FL,morning,0
78.73,electronics,CA,night,0
48.66,grocery,TX,afternoon,0
71.55,travel,FL,afternoon,0
101.46,grocery,NY,night,0
68.64,electronics,TX,evening,0
64.31,grocery,FL,night,1
158.34,travel,FL,afternoon,0
138.96,grocery,NY,morning,0
214.97,fashion,CA,night,0
34.52,electronics,NY,evening,0
112.85,electronics,FL,night,1
105.59,electronics,NY,afternoon,0
55.39,grocery,NY,morning,0
79.88,grocery,FL,afternoon,0
45.19,grocery,CA,afternoon,0
18.36,electronics,NY,afternoon,0
28.87,grocery,NY,afternoon,0
13.38,electronics,TX,morning,0
137.89,grocery,TX,afternoon,0
129.71,electronics,FL,evening,0
360.95,fashion,FL,evening,0
156.98,grocery,FL,afternoon,0
6.41,electronics,TX,evening,0
258.75,fashion,FL,afternoon,0
238.25,fashion,NY,morning,0
70.29,travel,NY,morning,0
105.79,grocery,CA,evening,0
447.96,electronics,FL,evening,0
91.19,travel,NY,afternoon,0
282.87,grocery,NY,night,0
10.4,fashion,CA,afternoon,0
25.44,grocery,NY,afternoon,0
69.74,electronics,CA,morning,0
105.47,fashion,CA,night,0
203.29,travel,TX,night,0
533.39,grocery,NY,afternoon,0
59.09,grocery,TX,morning,0
5.83,travel,NY,evening,0
193.84,grocery,TX,morning,0
111.28,grocery,CA,evening,0
26.56,grocery,CA,morning,0
81.94,fashion,CA,night,0
162.72,fashion,CA,morning,0
176.58,electronics,NY,afternoon,0
83.09,grocery,FL,evening,0
43.7,electronics,NY,morning,0
436.78,fashion,TX,morning,0
130.65,grocery,NY,evening,0
62.96,electronics,NY,morning,0
39.5,grocery,TX,evening,0
157.61,grocery,CA,night,0
33.28,travel,TX,evening,0
22.61,electronics,TX,evening,0
90.56,fashion,FL,night,1
41.1,electronics,FL,morning,0
118.96,electronics,CA,morning,0
15.06,electronics,TX,night,0
127.68,travel,TX,afternoon,0
39.97,grocery,TX,evening,0
0.03,fashion,NY,morning,0
16.29,travel,FL,morning,0
325.47,fashion,FL,evening,0
242.41,travel,CA,evening,0
31.93,grocery,FL,evening,0
180.81,fashion,FL,afternoon,0
112.55,electronics,CA,night,0
424.46,travel,TX,afternoon,0
56.13,fashion,NY,afternoon,0
137.28,grocery,CA,evening,0
7.88,fashion,FL,night,1
